"tech","HS.Code","Product.Process","Definition","HS.Code.Index","type","stage","filename","product"
"Heatpump","851580","Condensor and Evaporator Tube Production; Joint Welding","851580 -- Electric/laser/ultrasonic mach for weld/cut nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Welding machines and apparatus; n.e.c. in heading no. 8515, whether or not capable of cutting"
"Heatpump","841590","Condenser Coil","841590 -- Parts of air conditioning machines","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof"
"Heatpump","841582","Condenser Coil","841582 -- Air cond mach nes, inc a refrigerating unit","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit"
"Heatpump","841590","Evaporator Coil","841590 -- Parts of air conditioning machines","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof"
"Heatpump","252921","Refrigerant","252921 -- Fluorspar containing by weight <=97% of calcium","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Fluorspar; containing by weight 97% or less of calcium fluoride"
"Heatpump","853400","Smart Controls; Electronic Printed Circuts","853400 -- Printed circuits","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Circuits; printed"
"Heatpump","820720","Casing Production; Dies for drawing or extruding metal","820720 -- Dies for drawing or extruding metal","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal"
"Heatpump","741110","Evaporater Coil; Copper Tubing","741110 -- Pipes and tubes, refined copper","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Copper; tubes and pipes, of refined copper"
"Heatpump","760820","Evaporater Coil; Aluminum Tubing","760820 -- Tubes and pipe, aluminium alloy","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Aluminium; tubes and pipes, alloys"
"Heatpump","260300","Copper Ore","260300 -- Copper ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Copper ores and concentrates"
"Heatpump","260600","Aluminum Ore","260600 -- Aluminium ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Aluminium ores and concentrates"
"Heatpump","261390","Molybdenum Ore","261390 -- Molybdenum ores and concentrates (excl. roasted","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Molybdenum ores and concentrates; other than roasted"
"Heatpump","260400","Nickel Ore","260400 -- Nickel ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Nickel ores and concentrates"
"Heatpump","251910","Magnesium Ore","251910 -- Natural magnesium carbonate (magnesite)","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx","Magnesium carbonate (magnesite); natural"
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Heatpump","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Heatpump/Heat Pumps Capital Goods Supplychain.xlsx",NA
"Magnets","850590","Permanent Magnets","850590 -- Electro-magnets nes and parts of heading No 85.","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Magnets; electro-magnets, holding devices and parts n.e.c. in heading no. 8505"
"Magnets","850511","Permanent Magnets","850511 -- Permanent magnets and art. intended to become p","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, of metal"
"Magnets","850519","Permanent Magnet Components","850519 -- Permanent magnets and articles intended to beco","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal"
"Magnets","851440","Induction heating; Induction Furnace","851440 -- Industrial&laboratory electric induction or die","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Heating equipment; for the heat treatment of materials by induction or dielectric loss, industrial or laboratory, other than furnaces and ovens"
"Magnets","820720","Casting; Strip Caster","820720 -- Dies for drawing or extruding metal","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Tools, interchangeable; (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal"
"Magnets","854330","Decriptation; Hydrogen Decrepitation Machine","854330 -- Machines & apparatus for electroplating, electr","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis"
"Magnets","847982","Compressed air/gas grinding","847982 -- Mach for mixing/kneading/crushing/grinding etc","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring"
"Magnets","850590","Pressing; Magnetic Field Press","850590 -- Electro-magnets nes and parts of heading No 85.","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Magnets; electro-magnets, holding devices and parts n.e.c. in heading no. 8505"
"Magnets","847989","Pressing; Cold Isostatic Press","847989 -- Machines & mechanical appliances nes having ind","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter"
"Magnets","680421","Griding; Diamond Griding Wheel","680421 -- Millstones,grindstones etc of agglomerated synt","68 - 70: Articles of stone, plaster, cement, glass, etc.","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Millstones, grindstones, grinding wheels and the like; of agglomerated synthetic or natural diamond"
"Magnets","845630","Thin Wire Electrode Cutting; Wire EDM (Electrical Discharge Machine)","845630 -- Mach-tls for work any mat by rem of mat optd by","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Machine-tools; for working any material by removal of material, operated by electro-discharge processes"
"Magnets","854330","Electroplating; Electroplating machine","854330 -- Machines & apparatus for electroplating, electr","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Downstream","Industrial_Base/Magnets/Magnets.xlsx","Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis"
"Magnets","280530","Rare-earth metals, scandium and yttrium","280530 -- Rare-earth metals, scandium and yttrium","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Magnets/Magnets.xlsx","Earth-metals, rare; scandium and yttrium, whether or not intermixed or interalloyed"
"Magnets","720293","Ferro-niobium","720293 -- Ferro-niobium","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Magnets/Magnets.xlsx","Ferro-alloys; ferro-niobium"
"Magnets","284690","Compounds, mixes of rare-earths, yttrium, scandium ne","284690 -- Compounds, inorganic or organic, of rare-earth","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Magnets/Magnets.xlsx","Compounds, inorganic or organic (excluding cerium), of rare-earth metals, of yttrium, scandium or of mixtures of these metals"
"Magnets","283324","Nickel sulphates","283324 -- Sulphates of nickel","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Magnets/Magnets.xlsx","Sulphates; of nickel"
"Magnets","760120","aluminum unwrought. alloyed","760120 -- Aluminium unwrought, alloyed","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Magnets/Magnets.xlsx","Aluminium; unwrought, alloys"
"Magnets","260120","Roasted Iron Pyrite","260120 -- Roasted iron pyrites","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Magnets/Magnets.xlsx","Iron pyrites; roasted"
"Magnets","260400","Nickel Ores and Concentrates","260400 -- Nickel ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Magnets/Magnets.xlsx","Nickel ores and concentrates"
"Magnets","260300","Copper Ore and Concentrate","260300 -- Copper ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Magnets/Magnets.xlsx","Copper ores and concentrates"
"Magnets","260600","Aluminum Ore and Concerate","260600 -- Aluminium ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Magnets/Magnets.xlsx","Aluminium ores and concentrates"
"Magnets","261590","Niobium, tantalum and vanadium ores and concentrates","261590 -- Niobium, tantalum and vanadium ores and concent","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Magnets/Magnets.xlsx","Niobium, tantalum, vanadium ores and concentrates"
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Magnets","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Magnets/Magnets.xlsx",NA
"Methanol - Ammonia Engines","848180","Injection Valve","848180 -- Taps, cocks, valves and similar appliances, nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves"
"Methanol - Ammonia Engines","848120","Hydraulic accumulator","848120 -- Valves for oleohydraulic or pneumatic transmiss","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Valves; for oleohydraulic or pneumatic transmissions"
"Methanol - Ammonia Engines","840999","Methanol Engine; Cylinder Head","840999 -- Parts for diesel and semi-diesel engines","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Engines; parts for internal combustion piston engines (excluding spark-ignition)"
"Methanol - Ammonia Engines","400920","Double Walled Pipes","400920 -- Tubes..., of vulcanized rubber, reinforced with","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","400930","Double Walled Pipes","400930 -- Tubes..., of vulcanized rubber, reinforced with","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","401693","Sealing Oil","401693 -- Gaskets, washers and other seals, of vulcanized","39 - 40: Plastics and rubber","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Rubber; vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber"
"Methanol - Ammonia Engines","841950","Methonal Engine; Heat Exchanger","841950 -- Heat exchange units, non-domestic, non-electric","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Heat exchange units; not used for domestic purposes"
"Methanol - Ammonia Engines","848120","Hydraulic Control valves","848120 -- Valves for oleohydraulic or pneumatic transmiss","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Valves; for oleohydraulic or pneumatic transmissions"
"Methanol - Ammonia Engines","841350","Methanol Engine; Water Dosing Unit","841350 -- Reciprocating positive displacement pumps nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids"
"Methanol - Ammonia Engines","841410","High Pressure Pump","841410 -- Vacuum pumps","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Pumps; vacuum"
"Methanol - Ammonia Engines","841490","High Pressure Pump","841490 -- Parts of vacuum pumps, compressors, fans, blowe","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan"
"Methanol - Ammonia Engines","842139","Catalytic Reduction Filter (SCRF)","842139 -- Filtering or purifying machinery and apparatus","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Machinery; for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines"
"Methanol - Ammonia Engines","848310","Impellers","848310 -- Transmission shafts and cranks, including cam s","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Transmission shafts (including cam shafts and crank shafts) and cranks"
"Methanol - Ammonia Engines","848210","Bearings","848210 -- Bearings, ball","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Ball bearings"
"Methanol - Ammonia Engines","730799","Pipe Fittings","730799 -- Fittings, pipe or tube, iron or steel, nes","72 - 83: Base metals and articles of base metal","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel"
"Methanol - Ammonia Engines","902710","Hydrocarbon Sensors","902710 -- Gas or smoke analysis apparatus","90 - 92: Optical, photographic, medical instruments, clocks, etc.","Product Component","Downstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Instruments and apparatus; gas or smoke analysis apparatus, for physical or chemical analysis"
"Methanol - Ammonia Engines","721933","316L steel","721933 -- Flat rolled prod, stainless steel, cr, 600mm wi","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm"
"Methanol - Ammonia Engines","540261","Nylon","540261 -- Multiple or cabled yarn of nylon or other polya","50 - 63: Textiles and textile articles","Processed Material","Midstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
"Methanol - Ammonia Engines","400219","Non-butyl Rubber","400219 -- Styrene-butadiene rubber; carboxylated styrene-","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx","Rubber; synthetic, styrene-butadiene rubber (SBR) and carboxylated styrene-butadiene rubber (XSBR), (other than latex), in primary forms or in plates, sheets or strip"
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Methanol - Ammonia Engines","0000NA",NA,NA,NA,NA,NA,"Industrial_Base/Methanol - Ammonia Engines/Methanol-Ammonia Engines.xlsx",NA
"Mining Equipment","870410","Excavating Equipment; Dump Trucks","870410 -- Dump trucks designed for off-highway use","86 - 89: Vehicles, aircraft, vessels, and associated transport equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Vehicles; dumpers, designed for off-highway use, for transport of goods"
"Mining Equipment","842951","Excavating Equipment; Front End Shovel Loaders","842951 -- Front end shovel loaders","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Front-end shovel loaders"
"Mining Equipment","842959","Excavating Equipment; Self-propelled Excavating Machinery","842959 -- Self-propelled excavating machinery nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50"
"Mining Equipment","843041","Excavating Equipment; Boring or Sinking Machinery, Self-propelled","843041 -- Boring or sinking machinery nes, self-propelled","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430"
"Mining Equipment","820712","Excavating Equipment; Rock Drilling or Earth Boring Tools I","820712 -- Rock drilling or earth boring tools with workin","72 - 83: Base metals and articles of base metal","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","820711","Excavating Equipment; Rock Drilling or Earth Boring Tools II","820711 -- Rock drilling or earth boring tools with workin","72 - 83: Base metals and articles of base metal","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","843031","Excavating Equipment; Coal or Rock Cutters, Self-propelled","843031 -- Coal or rock cutters, self-propelled","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Coal or rock cutters and tunnelling machinery; self-propelled"
"Mining Equipment","843049","Excavating Equipment: Boring or Sinking Machinery, Not Self-propelled","843049 -- Boring or sinking machinery nes, not self-prope","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Boring and sinking machinery; not self-propelled"
"Mining Equipment","843050","Excavating Equipment; Construction Equipment, Self-propelled","843050 -- Construction equipment, self-propelled nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machinery; for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430"
"Mining Equipment","843061","Excavating Equipment; Tamping or Compating Machinery, Not Self-propelled","843061 -- Tamping or compacting machinery, not self-prope","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machinery; for tamping or compacting, not self-propelled"
"Mining Equipment","843039","Excavating Equipment; Coal or Rock Cutters, Not Self-propelled","843039 -- Coal or rock cutters, not self-propelled","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Coal or rock cutters and tunnelling machinery; not self-propelled"
"Mining Equipment","847420","Processing Equipment; Crushing/grinding machines","847420 -- Crushing/grinding machines for earth/ stone/ore","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machines; for crushing or grinding earth, stone, ores or other mineral substances"
"Mining Equipment","847410","Processing Equipment; Sorting/Screening/Seperarting or Washing Machinery","847410 -- Sorting/screening/separating or washing mach fo","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances"
"Mining Equipment","845521","Processing Equipment; Hot or Hot & Cold Metal Rolling Mills","845521 -- Hot or combination hot & cold metal rolling mil","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Metal-rolling mills; hot or combination hot and cold rolling mills"
"Mining Equipment","841780","Processing Equipment; Industrial Furnances & Ovens","841780 -- Industrial or lab furnaces & ovens, inc inciner","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.c. in heading no. 8417"
"Mining Equipment","841710","Processing Equipment; Furnace Ovens (Electric)","841710 -- Furnaces&ovens n-elec for the roast,melt or h-t","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use"
"Mining Equipment","845522","Processing Equipment; Cold Metal Rolling Mills","845522 -- Cold metal rolling mills","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Metal-rolling mills; cold"
"Mining Equipment","845510","Processing Equipment; Tube Mills","845510 -- Tube mills, metal rolling","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Metal-rolling mills; tube mills"
"Mining Equipment","847410","Processing Equipment; Sorting/screening/seperating or washing machines","847410 -- Sorting/screening/separating or washing mach fo","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances"
"Mining Equipment","847420","Processing Equipment; Crushing/grinding machines","847420 -- Crushing/grinding machines for earth/ stone/ore","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machines; for crushing or grinding earth, stone, ores or other mineral substances"
"Mining Equipment","847490","Processing Equipment; Parts of Sorting/Screening/Mixing/Crushing/Grinding Equipment","847490 -- Pts of sorting/screening/mixing/crushing/grindi","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts"
"Mining Equipment","842520","Excavating Equipment; Pit-head Winding Gear Winches","842520 -- Pit-head winding gear winches specially designe","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx",NA
"Mining Equipment","843143","Excavating Equipment; Parts of Boring or Sinking Machinery","843143 -- Parts of boring or sinking machinery, whether o","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Boring or sinking machinery; parts for boring or sinking machinery of subheading 8430.41 or 8430.49"
"Mining Equipment","843141","Excavating Equipment Buckets, Shovels, Grips, for Excavating","843141 -- Buckets, shovels, grabs and grips of excavating","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Mining Equipment/Mining Equipment.xlsx","Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430"
